Name,Sex,Age,10th,12th,Stream,IQ,General Test Score,Skill1,Skill2,Skill3,Skill4,Competetive Exam,Suggested Career
PRIYA KUMARI,Male,20,80,98,Biology,126,80.1,Team Management,Patient Care,Medical Knowledge,Data Analysis,Yes,Doctor
HARSHDEEP SINGH,Male,17,75,97,Commerce,114,72.6,Drawing,Creativity,Classroom Management,Public Speaking,No,Teacher/Educator
Argha Bhowmick,Male,17,96,95,Maths,83,92.1,Classroom Management,Discipline,Mathematics,Music,Yes,Software Developer
Prachi Chaubey,Female,19,79,99,Biology,99,76.8,Cooking,Data Analysis,Curriculum Development,Programming,Yes,Scientist/Researcher
NEETIKA RAJORIA,Female,17,95,84,Biology,126,75.9,Curriculum Development,Baking,Painting,Medical Knowledge,No,Teacher/Educator
Shivam Sharma,Female,18,86,86,Biology,128,70.6,Art,Empathy,Menu Planning,Art,No,Doctor
NITYAM SHARMA,Male,19,97,91,Maths,83,88.3,Subject Knowledge,Critical Thinking,Teaching,Drawing,Yes,Teacher/Educator
GAYATRI KUMARI,Male,20,93,81,Maths,135,85.9,Public Speaking,Menu Planning,Classroom Management,Photography,Yes,Teacher/Educator
Akshay,Female,18,77,93,Maths,92,55.5,Painting,Sculpting,Empathy,Sculpting,No,No suitable match
NEERU,Male,20,83,88,Commerce,137,89.0,Food Presentation,Coding,Physical Fitness,Sculpting,Yes,Software Developer
PARMDEEP SINGH,Male,20,95,79,Biology,139,99.2,Problem Solving,Subject Knowledge,Classroom Management,Research,Yes,Scientist/Researcher
PRIYANSHI SRIVASTAVA,Female,20,95,82,Commerce,116,91.4,Problem Solving,Team Management,Medical Knowledge,Patient Care,Yes,Athlete
HARSHDEEP SINGH,Male,17,84,79,Maths,125,79.1,Patient Care,Logical Thinking,Drawing,Sculpting,Yes,No suitable match
AZHAR BADSHAH,Male,18,70,87,Commerce,84,95.2,Curriculum Development,Analytical Skills,Problem Solving,Programming,Yes,Software Developer
MANPREET SINGH,Male,18,81,75,Maths,127,93.5,Analytical Skills,Classroom Management,Creativity,Data Analysis,Yes,Scientist/Researcher
DIPANSHU JINDAL ,Female,17,92,79,Commerce,134,84.8,Endurance,Art,Drawing,Data Analysis,Yes,No suitable match
MANVENDRA,Female,19,84,81,Biology,102,51.4,Food Presentation,Discipline,Sports Skills,Logical Thinking,No,No suitable match
SURAJ BAHADUR THAPA,Female,20,86,78,Biology,130,97.7,Endurance,Mathematics,Baking,Programming,Yes,Artist
SWATI,Female,18,81,78,Maths,90,61.8,Logical Thinking,Determination,Baking,Leadership,No,Software Developer
Dheerender kumar sharma,Male,17,92,89,Maths,103,91.5,Team Management,Teaching,Physical Fitness,Team Management,Yes,Software Developer
SMRITI,Male,20,86,99,Maths,94,84.0,Empathy,Leadership,Programming,Leadership,Yes,Software Developer
FARAZ AHMAD MALIK,Female,19,88,77,Biology,99,62.7,Teaching,Critical Thinking,Subject Knowledge,Endurance,No,Teacher/Educator
HARSIMRAN KAUR,Female,19,79,81,Commerce,140,92.0,Curriculum Development,Drawing,Food Presentation,Sculpting,Yes,Artist
SOUMEN PANDA,Male,20,75,81,Maths,90,56.6,Coding,Food Presentation,Photography,Empathy,No,Software Developer
Rohit Thakur,Female,19,70,87,Maths,120,79.0,Discipline,Empathy,Physical Fitness,Discipline,Yes,No suitable match
WAIKHOM SWIZERLAND SINGH,Female,18,95,86,Arts,94,70.6,Physical Fitness,Empathy,Art,Patient Care,No,No suitable match
G S SAI TRISHA ,Female,18,85,77,Maths,90,78.3,Food Presentation,Data Analysis,Empathy,Curriculum Development,No,Scientist/Researcher
SAKSHI MISHRA,Male,18,88,79,Maths,95,65.7,Classroom Management,Attention to Detail,Mathematics,Drawing,No,Software Developer
MANIKANT SHARMA,Male,19,91,93,Maths,110,95.3,Research,Problem Solving,Critical Thinking,Medical Knowledge,Yes,No suitable match
SHIKHAR VERMA,Female,18,76,81,Biology,123,93.2,Attention to Detail,Cooking,Public Speaking,Food Presentation,Yes,No suitable match
PAVAN  KALYAN K,Female,17,85,90,Arts,127,70.6,Menu Planning,Programming,Analytical Skills,Cooking,No,No suitable match
Raja Ubair,Male,18,80,99,Arts,89,51.3,Music,Classroom Management,Art,Team Management,No,Artist
TUSHAN ARORA,Male,18,80,98,Arts,129,87.8,Teaching,Attention to Detail,Food Presentation,Music,Yes,No suitable match
p prem sagar,Female,19,71,79,Biology,90,89.0,Art,Subject Knowledge,Classroom Management,Sports Skills,Yes,Teacher/Educator
RAHUL,Female,18,81,79,Commerce,104,90.3,Research,Medical Knowledge,Discipline,Teaching,Yes,Teacher/Educator
DAVINDER KAUR,Male,20,82,87,Maths,124,70.5,Medical Knowledge,Food Presentation,Sports Skills,Sculpting,No,No suitable match
MUNISH PRASHAR,Male,17,81,94,Maths,93,93.7,Music,Determination,Creativity,Cooking,Yes,No suitable match
ANISHA RAMTEKE,Female,19,91,95,Maths,108,96.3,Sports Skills,Curriculum Development,Problem Solving,Empathy,Yes,No suitable match
ROOPA SHARMA,Male,17,93,81,Biology,100,89.1,Patient Care,Empathy,Analytical Skills,Baking,Yes,Doctor
SHRISTY KAPISMAY,Female,20,86,93,Maths,93,81.3,Logical Thinking,Programming,Food Presentation,Medical Knowledge,Yes,Software Developer
ARYAN CHAWLA,Male,19,93,80,Commerce,100,67.9,Sports Skills,Discipline,Mathematics,Attention to Detail,No,Athlete
MANSI,Female,19,83,90,Commerce,137,55.6,Programming,Research,Coding,Food Presentation,No,Software Developer
SURYANSH RAJ,Male,18,93,85,Commerce,112,85.3,Programming,Sports Skills,Endurance,Classroom Management,Yes,No suitable match
Smile,Male,17,76,99,Maths,86,60.5,Team Management,Critical Thinking,Patient Care,Drawing,No,Doctor
MANISH KUMAR SAINI,Male,20,87,80,Maths,119,51.5,Sports Skills,Creativity,Determination,Problem Solving,No,Athlete
MAYANK TYAGI,Female,20,92,78,Commerce,127,93.2,Teaching,Photography,Public Speaking,Logical Thinking,Yes,Teacher/Educator
KARTIK SUDHERA,Female,19,70,75,Maths,122,77.5,Programming,Medical Knowledge,Discipline,Data Analysis,No,Software Developer
SANT PARKASH SINGH,Female,18,93,83,Biology,135,79.3,Problem Solving,Critical Thinking,Curriculum Development,Teaching,Yes,Teacher/Educator
PARMEET SINGH,Female,19,84,80,Biology,139,97.5,Sports Skills,Public Speaking,Patient Care,Logical Thinking,Yes,Scientist/Researcher
 OBUSELE PERSIS ECHIKWA ,Female,19,84,93,Arts,124,61.8,Art,Critical Thinking,Logical Thinking,Leadership,No,Artist
AKHILESH SINGH RANA,Female,19,74,76,Maths,108,81.5,Determination,Subject Knowledge,Sports Skills,Analytical Skills,Yes,No suitable match
PARIKSHIT THAKUR,Female,19,83,98,Commerce,127,57.7,Empathy,Determination,Photography,Menu Planning,No,Software Developer
GURPREET SINGH,Male,20,72,95,Maths,119,77.3,Patient Care,Teaching,Coding,Analytical Skills,No,Software Developer
Harsh Raj,Male,20,95,83,Maths,127,94.7,Art,Subject Knowledge,Art,Programming,Yes,Software Developer
AARON GARG,Female,19,96,82,Maths,124,90.5,Subject Knowledge,Critical Thinking,Patient Care,Physical Fitness,Yes,No suitable match
HARMANPREET SINGH DHINGRA,Female,19,94,97,Maths,83,75.7,Leadership,Music,Creativity,Endurance,Yes,Teacher/Educator
ADITYA RANJAN KAPOOR,Female,18,99,92,Maths,127,97.6,Cooking,Photography,Critical Thinking,Physical Fitness,Yes,Artist
PRITY MALLICK,Female,19,91,95,Maths,111,54.1,Sports Skills,Research,Leadership,Coding,No,Software Developer
SHILPA DEVI,Female,20,81,91,Maths,111,56.4,Cooking,Creativity,Cooking,Endurance,No,No suitable match
IROM BEBICHA DEVI,Male,17,96,99,Biology,118,54.4,Subject Knowledge,Curriculum Development,Coding,Critical Thinking,No,Teacher/Educator
PARTEEK  NARWAL,Female,20,92,89,Biology,123,51.0,Determination,Attention to Detail,Critical Thinking,Medical Knowledge,No,Doctor
ARUNESH TRIPATHI,Female,18,92,77,Maths,82,66.3,Cooking,Drawing,Logical Thinking,Painting,No,No suitable match
AISHNA CHAUHAN,Male,20,86,93,Maths,83,72.5,Attention to Detail,Analytical Skills,Attention to Detail,Cooking,No,No suitable match
ISHA SINHA,Female,17,92,94,Maths,85,73.1,Determination,Food Presentation,Research,Cooking,No,No suitable match
BHARAT JINDAL,Male,19,84,83,Maths,121,75.0,Medical Knowledge,Teaching,Patient Care,Subject Knowledge,No,Teacher/Educator
SUKHPREET SINGH,Male,17,74,91,Commerce,98,53.0,Classroom Management,Curriculum Development,Menu Planning,Coding,No,Teacher/Educator
AASHI,Male,19,71,92,Commerce,130,73.2,Determination,Subject Knowledge,Food Presentation,Drawing,No,Teacher/Educator
DCOSTA STEVE PETER ,Female,19,73,75,Maths,133,51.0,Team Management,Subject Knowledge,Teaching,Menu Planning,No,Teacher/Educator
AFSHAAN SHAFI,Male,20,90,81,Commerce,107,88.5,Photography,Menu Planning,Food Presentation,Food Presentation,Yes,No suitable match
Shivam,Female,20,82,79,Arts,88,69.0,Analytical Skills,Art,Painting,Data Analysis,No,Artist
ANISHA RANI,Male,20,99,85,Arts,112,91.0,Sports Skills,Public Speaking,Team Management,Sculpting,Yes,Artist
PAVAN  KALYAN K,Female,18,85,90,Arts,127,70.6,Menu Planning,Programming,Analytical Skills,Cooking,No,Artist
MD TANVEER IRFAN,Female,20,86,78,Maths,111,73.7,Programming,Data Analysis,Mathematics,Programming,No,Software Developer
SARIK THAKUR,Male,18,86,95,Commerce,130,72.5,Painting,Patient Care,Research,Mathematics,No,No suitable match
HARSH CHAHAR,Male,20,95,81,Commerce,134,95.3,Problem Solving,Coding,Baking,Medical Knowledge,Yes,Software Developer
SHAYAK AHMED AL BARAT,Female,19,79,86,Maths,123,66.9,Coding,Curriculum Development,Painting,Attention to Detail,No,Software Developer
HEPHZEBA SHAJI,Female,18,93,97,Maths,109,83.9,Teaching,Classroom Management,Discipline,Programming,Yes,Teacher/Educator
ANUSHKA CHAUHAN,Male,17,76,86,Biology,98,99.6,Menu Planning,Painting,Coding,Physical Fitness,Yes,No suitable match
KUMESH DANDYAN,Male,18,96,78,Maths,136,97.5,Logical Thinking,Curriculum Development,Photography,Physical Fitness,Yes,Software Developer
ANKIT SETH,Male,18,88,93,Maths,123,67.3,Critical Thinking,Data Analysis,Teaching,Creativity,No,Scientist/Researcher
PRIYANKA,Female,17,89,76,Maths,84,82.2,Teaching,Sculpting,Patient Care,Coding,Yes,Software Developer
Pushpalata,Female,18,92,93,Commerce,119,90.9,Problem Solving,Baking,Photography,Subject Knowledge,Yes,Software Developer
JASPREET SINGH,Male,19,73,80,Arts,125,94.8,Attention to Detail,Baking,Painting,Painting,Yes,No suitable match
DILPREET SINGH,Male,20,98,98,Maths,84,59.3,Research,Determination,Public Speaking,Classroom Management,No,Teacher/Educator
Triyamb K Ojha,Female,17,96,91,Biology,89,90.2,Painting,Problem Solving,Baking,Logical Thinking,Yes,Scientist/Researcher
GANDIKOTA NAGA SYAMALASAI REVANT,Male,20,92,94,Biology,96,56.6,Empathy,Empathy,Sports Skills,Coding,No,Doctor
ROOPA SHARMA,Male,19,93,81,Biology,100,89.1,Patient Care,Empathy,Analytical Skills,Baking,Yes,Doctor
ANMOL MARWAH,Male,17,86,77,Maths,96,67.1,Problem Solving,Determination,Logical Thinking,Attention to Detail,No,Software Developer
JASPREET KAUR,Female,20,86,97,Biology,90,62.3,Medical Knowledge,Public Speaking,Creativity,Food Presentation,No,No suitable match
NAVEEN KUMAR,Female,20,79,82,Biology,95,53.4,Problem Solving,Music,Attention to Detail,Sports Skills,No,Doctor
TUSHAR SHARMA,Male,19,92,90,Maths,110,88.5,Menu Planning,Discipline,Music,Mathematics,Yes,Software Developer
ISHITA OBEROI,Male,20,92,86,Maths,104,83.2,Sports Skills,Curriculum Development,Discipline,Menu Planning,Yes,No suitable match
VINAYAK RAJPUT,Male,19,97,82,Biology,82,97.7,Baking,Teaching,Problem Solving,Patient Care,Yes,Doctor
Muskan Parihar,Female,18,81,75,Biology,104,55.9,Sports Skills,Critical Thinking,Leadership,Sculpting,No,Teacher/Educator
HARPREET SINGH JAGAL,Male,19,89,84,Maths,126,65.0,Critical Thinking,Drawing,Team Management,Menu Planning,No,Software Developer
RAJVEER SINGH WALIA,Female,18,96,87,Biology,90,58.9,Drawing,Team Management,Teaching,Critical Thinking,No,Teacher/Educator
BHARAT JINDAL,Male,17,84,83,Maths,121,75.0,Medical Knowledge,Teaching,Patient Care,Subject Knowledge,No,Teacher/Educator
ADITYA KUMAR SINGH,Female,20,79,87,Maths,126,77.2,Endurance,Painting,Mathematics,Cooking,No,Software Developer
KAJAL RANI,Male,19,92,92,Biology,127,94.4,Analytical Skills,Curriculum Development,Logical Thinking,Food Presentation,Yes,Scientist/Researcher
DIVYANK SANDHU,Male,19,83,82,Commerce,113,67.4,Attention to Detail,Analytical Skills,Baking,Physical Fitness,No,No suitable match
ARPITA KHAJURIA,Male,20,90,76,Maths,83,62.0,Creativity,Cooking,Baking,Baking,No,No suitable match
KAMANPREET KAUR,Female,20,73,76,Maths,135,51.6,Logical Thinking,Sports Skills,Attention to Detail,Problem Solving,No,Software Developer
RAMAN KUMAR,Male,17,88,75,Maths,117,54.9,Public Speaking,Food Presentation,Creativity,Coding,No,Doctor
RIYA THAKUR,Female,17,70,80,Biology,96,71.6,Creativity,Public Speaking,Curriculum Development,Data Analysis,No,Teacher/Educator
RITIK NAGARIA,Female,19,72,98,Biology,83,79.4,Patient Care,Discipline,Discipline,Classroom Management,Yes,Teacher/Educator
SWATI,Female,17,81,78,Maths,90,61.8,Logical Thinking,Determination,Baking,Leadership,No,Software Developer
KOUSTUBH DUBEY,Female,18,85,99,Commerce,109,69.6,Food Presentation,Patient Care,Team Management,Programming,No,Software Developer
DIPAK NATH,Female,17,71,76,Biology,138,97.9,Critical Thinking,Determination,Coding,Problem Solving,Yes,Doctor
ALEKH SINGH,Female,17,87,93,Maths,117,98.8,Sports Skills,Patient Care,Drawing,Creativity,Yes,No suitable match
 OBUSELE PERSIS ECHIKWA ,Female,19,84,93,Arts,124,61.8,Art,Critical Thinking,Logical Thinking,Leadership,No,Artist
CHHODON LAMO,Male,18,87,77,Commerce,123,72.4,Art,Classroom Management,Menu Planning,Menu Planning,No,Teacher/Educator
NEIL S MACWAN,Female,17,71,87,Commerce,101,55.1,Leadership,Analytical Skills,Menu Planning,Cooking,No,Scientist/Researcher
DEEPAK KASHYAP,Female,18,77,96,Maths,85,91.3,Critical Thinking,Teaching,Determination,Discipline,Yes,No suitable match
Shruti Dutta,Male,18,94,78,Commerce,126,86.4,Sculpting,Logical Thinking,Determination,Empathy,Yes,Software Developer
TUSHAR KALIA,Male,18,94,85,Maths,89,80.5,Leadership,Programming,Programming,Attention to Detail,Yes,Software Developer
SHIVANSHU SHARMA,Male,20,90,92,Maths,109,59.3,Data Analysis,Menu Planning,Programming,Discipline,No,Software Developer
CHINMAY RATHEE,Female,20,92,98,Arts,82,93.4,Sculpting,Subject Knowledge,Sports Skills,Classroom Management,Yes,Teacher/Educator
GURKAMAL SINGH SHERGILL,Male,20,78,86,Commerce,89,51.1,Creativity,Endurance,Discipline,Research,No,No suitable match
NANDINI MUKHERJEE,Male,20,97,98,Arts,128,92.7,Sports Skills,Teaching,Determination,Public Speaking,Yes,Teacher/Educator
GURSIMAR KAUR KALRA,Female,19,74,91,Biology,97,79.4,Music,Teaching,Painting,Teaching,Yes,No suitable match
RENU,Male,17,73,97,Commerce,102,53.8,Subject Knowledge,Coding,Baking,Discipline,No,Software Developer
MUSKAN CHAUHAN,Male,20,98,94,Arts,112,97.7,Programming,Patient Care,Public Speaking,Data Analysis,Yes,Teacher/Educator
ANKITA,Male,19,82,97,Biology,120,69.3,Attention to Detail,Music,Music,Painting,No,No suitable match
TARANA JEHTA,Female,17,75,97,Maths,119,72.7,Food Presentation,Sports Skills,Data Analysis,Photography,No,Scientist/Researcher
MANJOT KAUR,Male,20,86,83,Maths,96,75.5,Patient Care,Team Management,Programming,Endurance,No,Software Developer
MUNMUN DAS,Female,17,83,86,Maths,91,86.8,Team Management,Subject Knowledge,Team Management,Photography,Yes,Software Developer
jaya verma,Male,20,88,83,Maths,133,53.1,Mathematics,Photography,Mathematics,Determination,No,Software Developer
ANJALI BHANDARI,Female,19,98,86,Commerce,125,94.7,Empathy,Baking,Team Management,Endurance,Yes,Software Developer
DIVYANGI SINGH,Male,18,89,99,Arts,82,90.8,Attention to Detail,Art,Team Management,Analytical Skills,Yes,Artist
HARMAN PREET KAUR,Male,18,99,91,Biology,92,68.2,Leadership,Photography,Food Presentation,Menu Planning,No,No suitable match
PARIKSHIT THAKUR,Female,17,83,98,Commerce,127,57.7,Empathy,Determination,Photography,Menu Planning,No,Doctor
Ria potan,Male,19,82,96,Arts,111,72.5,Team Management,Subject Knowledge,Leadership,Problem Solving,No,Teacher/Educator
Prince Kumar verma,Female,18,97,91,Biology,93,54.4,Drawing,Empathy,Subject Knowledge,Teaching,No,Teacher/Educator
Shruti Dutta,Male,20,94,78,Commerce,126,86.4,Sculpting,Logical Thinking,Determination,Empathy,Yes,Software Developer
ABHISHEK S NAIR,Female,18,85,98,Maths,92,67.2,Subject Knowledge,Logical Thinking,Art,Discipline,No,Software Developer
AKSHIT CHANDEL,Female,17,98,95,Commerce,115,94.6,Problem Solving,Team Management,Photography,Patient Care,Yes,Software Developer
MILIND ,Male,17,95,87,Commerce,127,95.6,Teaching,Patient Care,Music,Art,Yes,Artist
YUGAL NAG,Male,19,88,79,Maths,89,78.7,Problem Solving,Drawing,Creativity,Food Presentation,Yes,Athlete
GURSIMRAN KAUR,Female,17,83,93,Biology,132,97.1,Photography,Creativity,Classroom Management,Curriculum Development,Yes,Teacher/Educator
jaya verma,Male,18,88,83,Maths,133,53.1,Mathematics,Photography,Mathematics,Determination,No,Software Developer
PRINCEJOT SINGH,Male,18,79,88,Biology,122,65.8,Team Management,Art,Critical Thinking,Creativity,No,Doctor
RIDHAMKUMAR DIPAKBHAI NAIK,Male,18,96,75,Maths,81,61.4,Art,Sports Skills,Mathematics,Teaching,No,Software Developer
MUKUL,Male,18,80,89,Biology,121,54.7,Public Speaking,Problem Solving,Music,Photography,No,No suitable match
UTKARSH,Female,19,82,81,Maths,85,90.7,Determination,Attention to Detail,Analytical Skills,Classroom Management,Yes,Scientist/Researcher
NANDINI MUKHERJEE,Male,20,97,98,Arts,128,92.7,Sports Skills,Teaching,Determination,Public Speaking,Yes,Teacher/Educator
LEEMA SINGH,Female,20,94,89,Maths,121,94.8,Discipline,Sports Skills,Classroom Management,Physical Fitness,Yes,Artist
SUKHJOT SINGH,Female,19,92,96,Commerce,137,65.2,Photography,Leadership,Music,Baking,No,No suitable match
UNNATI BANSAL,Male,17,83,92,Arts,115,71.4,Art,Patient Care,Drawing,Cooking,No,Artist
Arshad Ahamad,Male,20,96,87,Maths,125,68.2,Art,Music,Teaching,Endurance,No,No suitable match
DEVIKA N,Female,17,88,94,Commerce,116,72.4,Art,Baking,Classroom Management,Problem Solving,No,Software Developer
ANURAG BHIVAJI KALWALE,Male,20,93,79,Maths,81,81.2,Coding,Teaching,Critical Thinking,Sports Skills,Yes,Software Developer
RAJAT PURI,Female,17,77,75,Commerce,117,50.3,Drawing,Medical Knowledge,Creativity,Leadership,No,Teacher/Educator
Sanskar Shaw,Female,19,89,90,Arts,137,70.5,Public Speaking,Leadership,Creativity,Art,No,Teacher/Educator
Bhaskar Verma,Male,18,99,87,Arts,128,64.0,Photography,Determination,Cooking,Photography,No,Artist
ESHA KHANNA,Male,17,99,96,Commerce,130,64.0,Curriculum Development,Painting,Drawing,Medical Knowledge,No,No suitable match
VIKAS SHARMA,Male,18,90,86,Commerce,104,88.0,Teaching,Cooking,Determination,Menu Planning,Yes,Athlete
PRADYUMN THAKUR,Male,17,91,92,Commerce,87,98.3,Critical Thinking,Mathematics,Sports Skills,Music,Yes,Software Developer
DEVARENJINI R,Male,17,92,77,Maths,110,67.9,Curriculum Development,Physical Fitness,Problem Solving,Cooking,No,Software Developer
ANAND VISHWAKARMA ,Male,17,80,86,Maths,85,52.6,Food Presentation,Photography,Critical Thinking,Food Presentation,No,No suitable match
MANPREET KAUR TAKKAR,Male,17,99,77,Maths,108,65.5,Music,Menu Planning,Attention to Detail,Music,No,No suitable match
LINTLE PETUNIA MOKHUTSOANE,Male,17,92,76,Biology,111,88.7,Programming,Teaching,Subject Knowledge,Critical Thinking,Yes,Teacher/Educator
MANSI BRAHMBHATT,Male,18,73,86,Maths,83,69.1,Sculpting,Subject Knowledge,Data Analysis,Physical Fitness,No,Scientist/Researcher
PRINCEJOT SINGH,Male,17,79,88,Biology,122,65.8,Team Management,Art,Critical Thinking,Creativity,No,Doctor
PUNIT KUMAR TEOTHIA,Male,18,98,95,Maths,98,93.8,Patient Care,Empathy,Programming,Food Presentation,Yes,Doctor
SHAMA,Female,19,88,94,Biology,128,86.4,Painting,Classroom Management,Programming,Medical Knowledge,Yes,Teacher/Educator
MONIKA THAKUR,Male,20,99,80,Commerce,122,68.0,Creativity,Photography,Patient Care,Photography,No,Scientist/Researcher
GAGANDEEP Banthotra,Female,17,90,94,Maths,102,85.1,Photography,Research,Painting,Determination,Yes,Doctor
Advaith Karnad,Female,20,95,78,Maths,137,79.5,Research,Data Analysis,Problem Solving,Photography,Yes,Scientist/Researcher
JATIN KUKREJA,Male,18,97,81,Maths,90,77.6,Logical Thinking,Critical Thinking,Team Management,Empathy,Yes,Software Developer
PARAS KRISHAN,Male,19,89,89,Biology,105,67.3,Sports Skills,Problem Solving,Painting,Teaching,No,Scientist/Researcher
KSHITIJA RAJESH SHEREKAR,Female,19,91,78,Arts,127,75.9,Music,Leadership,Teaching,Discipline,No,Teacher/Educator
SHALINI SINGH,Male,19,84,93,Maths,84,76.5,Research,Mathematics,Physical Fitness,Empathy,No,Scientist/Researcher
ERA MEHTA,Female,20,75,97,Biology,101,99.3,Discipline,Painting,Programming,Determination,Yes,No suitable match
SHALINI SINGH,Male,18,84,93,Maths,84,76.5,Research,Mathematics,Physical Fitness,Empathy,No,Scientist/Researcher
NIDHI SHARMA,Female,17,85,77,Maths,97,63.3,Subject Knowledge,Classroom Management,Leadership,Data Analysis,No,Teacher/Educator
NAVEEN GARG,Female,17,79,91,Biology,107,66.2,Classroom Management,Food Presentation,Photography,Logical Thinking,No,Scientist/Researcher
ANURAG KUKREJA,Female,18,95,83,Commerce,89,96.7,Teaching,Food Presentation,Photography,Food Presentation,Yes,Teacher/Educator
GURJINDER SINGH,Female,20,97,76,Biology,131,76.4,Public Speaking,Discipline,Endurance,Music,No,No suitable match
ANKIT  CHAHAL,Female,17,93,75,Arts,127,68.4,Attention to Detail,Attention to Detail,Discipline,Subject Knowledge,No,Teacher/Educator
ISHITA GARG,Female,18,76,98,Biology,132,80.4,Curriculum Development,Data Analysis,Discipline,Teaching,Yes,Teacher/Educator
TULIKA SHARMA,Male,17,76,98,Biology,110,53.0,Coding,Coding,Data Analysis,Analytical Skills,No,Scientist/Researcher
RAJVEER SINGH WALIA,Female,19,96,87,Biology,90,58.9,Drawing,Team Management,Teaching,Critical Thinking,No,Teacher/Educator
DEEPANKAR SHARMA,Female,17,81,81,Maths,107,53.9,Sculpting,Art,Endurance,Analytical Skills,No,Athlete
PRIYANKA KATAL,Male,20,77,97,Maths,134,89.1,Problem Solving,Curriculum Development,Photography,Painting,Yes,No suitable match
GAGANDEEP Banthotra,Female,18,90,94,Maths,102,85.1,Photography,Research,Painting,Determination,Yes,No suitable match
HARDEEP SINGH,Male,20,73,75,Maths,121,58.2,Baking,Menu Planning,Mathematics,Sculpting,No,No suitable match
NOVDEEP DUTTA,Female,18,97,94,Arts,95,77.9,Data Analysis,Leadership,Critical Thinking,Curriculum Development,Yes,Teacher/Educator
DEEPAK KASHYAP,Female,19,77,96,Maths,85,91.3,Critical Thinking,Teaching,Determination,Discipline,Yes,Artist
AMOL BARWAL,Female,18,74,86,Biology,117,99.5,Sculpting,Research,Medical Knowledge,Photography,Yes,No suitable match
Smile,Male,17,76,99,Maths,86,60.5,Team Management,Critical Thinking,Patient Care,Drawing,No,No suitable match
HARSHDEEP SINGH,Female,17,94,90,Biology,126,68.1,Art,Medical Knowledge,Patient Care,Sculpting,No,Doctor
RAHUL,Female,19,76,98,Maths,138,85.6,Data Analysis,Team Management,Curriculum Development,Public Speaking,Yes,Teacher/Educator
YUKTA SHARMA,Female,18,93,93,Commerce,94,86.5,Logical Thinking,Programming,Team Management,Programming,Yes,Software Developer
DIVYA JANDIAL,Male,19,80,94,Commerce,139,69.1,Research,Data Analysis,Empathy,Analytical Skills,No,No suitable match
TANZEER KHAN,Male,17,74,79,Commerce,91,67.7,Logical Thinking,Leadership,Baking,Critical Thinking,No,Software Developer
DEEPAK SHARMA,Female,20,96,83,Biology,107,87.7,Food Presentation,Determination,Drawing,Creativity,Yes,Chef
KAJAL RAGHAV,Female,19,89,98,Biology,101,80.5,Cooking,Sculpting,Creativity,Programming,Yes,Scientist/Researcher
Sanskar Shaw,Female,20,89,90,Arts,137,70.5,Public Speaking,Leadership,Creativity,Art,No,Teacher/Educator
Jhanvi choudhary,Male,20,96,78,Biology,136,62.2,Painting,Leadership,Subject Knowledge,Logical Thinking,No,Teacher/Educator
Neha tripathi,Male,18,80,90,Maths,85,72.5,Public Speaking,Logical Thinking,Subject Knowledge,Photography,No,Teacher/Educator
SYED MUSADDIQ ANDRABI,Female,19,94,99,Arts,129,88.1,Problem Solving,Music,Leadership,Discipline,Yes,Artist
YASH LOBRA ,Male,20,75,94,Maths,124,59.8,Research,Data Analysis,Determination,Public Speaking,No,Scientist/Researcher
NISSIM SINGH,Male,20,87,79,Biology,114,99.4,Sports Skills,Coding,Public Speaking,Food Presentation,Yes,Teacher/Educator
Sharon,Female,18,75,99,Arts,123,81.0,Attention to Detail,Sculpting,Leadership,Public Speaking,Yes,Teacher/Educator
NAMAN BASSI,Male,18,97,91,Biology,121,66.4,Team Management,Food Presentation,Music,Subject Knowledge,No,Teacher/Educator
NIDHI SHARMA,Female,17,85,77,Maths,97,63.3,Subject Knowledge,Classroom Management,Leadership,Data Analysis,No,Teacher/Educator
SHALINI SINGH,Male,20,84,93,Maths,84,76.5,Research,Mathematics,Physical Fitness,Empathy,No,Scientist/Researcher
Ritik Raj,Male,17,87,87,Arts,114,84.3,Menu Planning,Sculpting,Music,Attention to Detail,Yes,Artist
ANIKET TRIBEDI,Female,20,76,84,Commerce,94,59.3,Subject Knowledge,Sculpting,Painting,Curriculum Development,No,Teacher/Educator
ANKIT DALAL,Female,17,71,96,Biology,137,89.4,Photography,Baking,Teaching,Drawing,Yes,No suitable match
JASHANDEEP,Female,18,95,75,Maths,100,90.8,Empathy,Attention to Detail,Analytical Skills,Medical Knowledge,Yes,No suitable match
SOUMYA PRABHAKAR,Male,19,87,83,Maths,125,73.8,Public Speaking,Empathy,Research,Baking,No,Scientist/Researcher
SAJANDEEP SINGH,Female,18,74,98,Maths,124,53.0,Analytical Skills,Mathematics,Critical Thinking,Logical Thinking,No,Scientist/Researcher
NISHANT GARLA,Male,17,83,76,Maths,140,78.9,Food Presentation,Baking,Subject Knowledge,Physical Fitness,Yes,Chef
KAJAL RAGHAV,Female,17,89,98,Biology,101,80.5,Cooking,Sculpting,Creativity,Programming,Yes,Athlete
AYUSH ,Female,19,99,77,Arts,106,70.7,Sculpting,Programming,Public Speaking,Sports Skills,No,Artist
AYUSH GUPTA,Male,20,92,99,Arts,139,91.2,Cooking,Patient Care,Teaching,Physical Fitness,Yes,Teacher/Educator
SANCHITA SINHA,Female,17,81,75,Maths,124,66.1,Teaching,Subject Knowledge,Research,Medical Knowledge,No,Teacher/Educator
